A8MXV4	NUD19_HUMAN	390916
A8MYU2	KCNU1_HUMAN	157855
A8MZ59	LEUTX_HUMAN	342900
A8TX70	CO6A5_HUMAN	256076
A9QM74	IMA8_HUMAN	402569
A9UHW6	MI4GD_HUMAN	57409
A9YTQ3	AHRR_HUMAN	57491
B0I1T2	MYO1G_HUMAN	64005
B0YJ81	HACD1_HUMAN	9200
B1AK53	ESPN_HUMAN	83715
B2RTY4	MYO9A_HUMAN	4649
B2RUY7	VWC2L_HUMAN	402117
B2RUZ4	SMIM1_HUMAN	388588
B2RXF5	ZBT42_HUMAN	100128927
B2RXH2	KDM4E_HUMAN	390245
B3KU38	IQIP1_HUMAN	100505385
B6A8C7	TARM1_HUMAN	441864
B7U540	KCJ18_HUMAN	100134444
B7ZAQ6	GPHRA_HUMAN	51463,653519
C9JE40	PATL2_HUMAN	197135
C9JLW8	MCRI1_HUMAN	348262
C9JR72	KBTBD_HUMAN	390594
C9JRZ8	AK1BF_HUMAN	441282
D3W0D1	KLRF2_HUMAN	100431172
D6RGH6	MCIN_HUMAN	345643
E0CX11	STMP1_HUMAN	647087
H0YL14	TM250_HUMAN	90120
H3BV60	TGR3L_HUMAN	100507588
K7EJ46	SIM22_HUMAN	440335
K9M1U5	IFNL4_HUMAN	101180976
M0R2J8	DCDC1_HUMAN	341019
O00115	DNS2A_HUMAN	1777
O00116	ADAS_HUMAN	8540
O00124	UBXN8_HUMAN	7993
O00139	KIF2A_HUMAN	3796
O00141	SGK1_HUMAN	6446
O00142	KITM_HUMAN	7084
O00144	FZD9_HUMAN	8326
O00148	DX39A_HUMAN	10212
O00151	PDLI1_HUMAN	9124
O00154	BACH_HUMAN	11332
O00155	GPR25_HUMAN	2848
O00159	MYO1C_HUMAN	4641
O00160	MYO1F_HUMAN	4542
O00161	SNP23_HUMAN	8773
O00165	HAX1_HUMAN	10456
O00167	EYA2_HUMAN	2139
O00168	PLM_HUMAN	5348
O00170	AIP_HUMAN	9049
O00175	CCL24_HUMAN	6369
O00180	KCNK1_HUMAN	3775
O00182	LEG9_HUMAN	3965
O00186	STXB3_HUMAN	6814
O00187	MASP2_HUMAN	10747
O00189	AP4M1_HUMAN	9179
O00192	ARVC_HUMAN	421
O00194	RB27B_HUMAN	5874
O00198	HRK_HUMAN	8739
O00203	AP3B1_HUMAN	8546
O00204	ST2B1_HUMAN	6820
O00206	TLR4_HUMAN	7099
O00212	RHOD_HUMAN	29984
O00213	APBB1_HUMAN	322
O00214	LEG8_HUMAN	3964
O00217	NDUS8_HUMAN	4728
O00219	HYAS3_HUMAN	3038
O00220	TR10A_HUMAN	8797
O00221	IKBE_HUMAN	4794
O00222	GRM8_HUMAN	2918
O00231	PSD11_HUMAN	5717
O00232	PSD12_HUMAN	5718
O00233	PSMD9_HUMAN	5715
O00237	RN103_HUMAN	7844
O00238	BMR1B_HUMAN	658
O00241	SIRB1_HUMAN	10326
O00244	ATOX1_HUMAN	475
O00253	AGRP_HUMAN	181
O00254	PAR3_HUMAN	2151
O00255	MEN1_HUMAN	4221
O00257	CBX4_HUMAN	8535
O00258	GET1_HUMAN	7485
O00264	PGRC1_HUMAN	10857
O00267	SPT5H_HUMAN	6829
O00268	TAF4_HUMAN	6874
O00270	GPR31_HUMAN	2853
O00273	DFFA_HUMAN	1676
O00287	RFXAP_HUMAN	5994
O00291	HIP1_HUMAN	3092
O00292	LFTY2_HUMAN	7044
O00294	TULP1_HUMAN	7287
O00299	CLIC1_HUMAN	1192
O00300	TR11B_HUMAN	4982
O00303	EIF3F_HUMAN	8665
O00305	CACB4_HUMAN	785
O00308	WWP2_HUMAN	11060
O00311	CDC7_HUMAN	8317
O00322	UPK1A_HUMAN	11045
O00327	BMAL1_HUMAN	406
O00329	PK3CD_HUMAN	5293
O00330	ODPX_HUMAN	8050
O00337	S28A1_HUMAN	9154
O00338	ST1C2_HUMAN	6819
O00339	MATN2_HUMAN	4147
O00341	EAA5_HUMAN	6512
O00358	FOXE1_HUMAN	2304
O00391	QSOX1_HUMAN	5768
O00399	DCTN6_HUMAN	10671
O00400	ACATN_HUMAN	9197
O00401	WASL_HUMAN	8976
O00408	PDE2A_HUMAN	5138
O00409	FOXN3_HUMAN	1112
O00410	IPO5_HUMAN	3843
O00411	RPOM_HUMAN	5442
O00418	EF2K_HUMAN	29904
O00421	CCRL2_HUMAN	9034
O00422	SAP18_HUMAN	10284
O00423	EMAL1_HUMAN	2009
O00425	IF2B3_HUMAN	10643
O00429	DNM1L_HUMAN	10059
O00442	RTCA_HUMAN	8634
O00443	P3C2A_HUMAN	5286
O00444	PLK4_HUMAN	10733
O00445	SYT5_HUMAN	6861
O00451	GFRA2_HUMAN	2675
O00453	LST1_HUMAN	7940
O00459	P85B_HUMAN	5296
O00461	GOLI4_HUMAN	27333
O00462	MANBA_HUMAN	4126
O00463	TRAF5_HUMAN	7188
O00468	AGRIN_HUMAN	375790
O00469	PLOD2_HUMAN	5352
O00470	MEIS1_HUMAN	4211
O00471	EXOC5_HUMAN	10640
O00472	ELL2_HUMAN	22936
O00476	NPT4_HUMAN	10786
O00478	BT3A3_HUMAN	10384
O00481	BT3A1_HUMAN	11119
O00482	NR5A2_HUMAN	2494
O00483	NDUA4_HUMAN	4697
O00487	PSDE_HUMAN	10213
O00488	ZN593_HUMAN	51042
O00499	BIN1_HUMAN	274
O00501	CLD5_HUMAN	7122
O00505	IMA4_HUMAN	3839
O00506	STK25_HUMAN	10494
O00507	USP9Y_HUMAN	8287
O00512	BCL9_HUMAN	607
O00519	FAAH1_HUMAN	2166
O00522	KRIT1_HUMAN	889
O00526	UPK2_HUMAN	7379
O00533	NCHL1_HUMAN	10752
O00541	PESC_HUMAN	23481
O00548	DLL1_HUMAN	28514
O00555	CAC1A_HUMAN	773
O00559	RCAS1_HUMAN	9166
O00560	SDCB1_HUMAN	6386
O00562	PITM1_HUMAN	9600
O00566	MPP10_HUMAN	10199
O00567	NOP56_HUMAN	10528
O00571	DDX3X_HUMAN	1654
O00574	CXCR6_HUMAN	10663
O00584	RNT2_HUMAN	8635
O00585	CCL21_HUMAN	6366
O00587	MFNG_HUMAN	4242
O00590	ACKR2_HUMAN	1238
O00591	GBRP_HUMAN	2568
O00592	PODXL_HUMAN	5420
O00602	FCN1_HUMAN	2219
O00622	CCN1_HUMAN	3491
O00623	PEX12_HUMAN	5193
O00624	NPT3_HUMAN	10246
O00625	PIR_HUMAN	8544
O00626	CCL22_HUMAN	6367
O00628	PEX7_HUMAN	5191
O00629	IMA3_HUMAN	3840
O00631	SARCO_HUMAN	6588
O00635	TRI38_HUMAN	10475
O00712	NFIB_HUMAN	4781
O00716	E2F3_HUMAN	1871
O00743	PPP6_HUMAN	5537
O00744	WN10B_HUMAN	7480
O00746	NDKM_HUMAN	4833
O00748	EST2_HUMAN	8824
O00750	P3C2B_HUMAN	5287
O00754	MA2B1_HUMAN	4125
O00755	WNT7A_HUMAN	7476
O00757	F16P2_HUMAN	8789
O00762	UBE2C_HUMAN	11065
O00763	ACACB_HUMAN	32
O00764	PDXK_HUMAN	8566
O00767	SCD_HUMAN	6319
O14490	DLGP1_HUMAN	9229
O14492	SH2B2_HUMAN	10603
O14493	CLD4_HUMAN	1364
O14494	PLPP1_HUMAN	8611
O14495	PLPP3_HUMAN	8613
O14497	ARI1A_HUMAN	8289
O14503	BHE40_HUMAN	8553
O14508	SOCS2_HUMAN	8835
O14511	NRG2_HUMAN	9542
O14512	SOCS7_HUMAN	30837
O14514	AGRB1_HUMAN	575
O14519	CDKA1_HUMAN	8099
O14520	AQP7_HUMAN	364
O14521	DHSD_HUMAN	6392
O14522	PTPRT_HUMAN	11122
O14523	C2C2L_HUMAN	9854
O14524	NEMP1_HUMAN	23306
O14525	ASTN1_HUMAN	460
O14526	FCHO1_HUMAN	23149
O14529	CUX2_HUMAN	23316
O14530	TXND9_HUMAN	10190
O14531	DPYL4_HUMAN	10570
O14543	SOCS3_HUMAN	9021
O14544	SOCS6_HUMAN	9306
O14556	G3PT_HUMAN	26330
O14558	HSPB6_HUMAN	126393
O14559	RHG33_HUMAN	115703
O14561	ACPM_HUMAN	4706
O14569	C56D2_HUMAN	11068
O14576	DC1I1_HUMAN	1780
O14578	CTRO_HUMAN	11113
O14579	COPE_HUMAN	11316
O14593	RFXK_HUMAN	8625
O14594	NCAN_HUMAN	1463
O14595	CTDS2_HUMAN	10106
O14607	UTY_HUMAN	7404
O14610	GBGT2_HUMAN	2793
O14613	BORG1_HUMAN	10435
O14617	AP3D1_HUMAN	8943
O14618	CCS_HUMAN	9973
O14625	CXL11_HUMAN	6373
O14627	CDX4_HUMAN	1046
O14628	ZN195_HUMAN	7748
O14633	LCE2B_HUMAN	26239
O14638	ENPP3_HUMAN	5169
O14639	ABLM1_HUMAN	3983
O14640	DVL1_HUMAN	1855
O14641	DVL2_HUMAN	1856
O14645	IDLC_HUMAN	7802
O14646	CHD1_HUMAN	1105
O14647	CHD2_HUMAN	1106
O14649	KCNK3_HUMAN	3777
O14653	GOSR2_HUMAN	9570
O14654	IRS4_HUMAN	8471
O14656	TOR1A_HUMAN	1861
O14657	TOR1B_HUMAN	27348
O14662	STX16_HUMAN	8675
O14669	TMG2_HUMAN	5639
O14672	ADA10_HUMAN	102
O14678	ABCD4_HUMAN	5826
O14681	EI24_HUMAN	9538
O14682	ENC1_HUMAN	8507
O14684	PTGES_HUMAN	9536
O14686	KMT2D_HUMAN	8085
O14713	ITBP1_HUMAN	9270
O14717	TRDMT_HUMAN	1787
O14727	APAF_HUMAN	317
O14730	RIOK3_HUMAN	8780
O14732	IMPA2_HUMAN	3613
O14733	MP2K7_HUMAN	5609
O14734	ACOT8_HUMAN	10005
O14735	CDIPT_HUMAN	10423
O14737	PDCD5_HUMAN	9141
O14744	ANM5_HUMAN	10419
O14745	NHRF1_HUMAN	9368
O14746	TERT_HUMAN	7015
O14756	H17B6_HUMAN	8630
O14757	CHK1_HUMAN	1111
O14763	TR10B_HUMAN	8795
O14764	GBRD_HUMAN	2563
O14770	MEIS2_HUMAN	4212
O14771	ZN213_HUMAN	7760
O14772	FPGT_HUMAN	8790
O14773	TPP1_HUMAN	1200
O14775	GNB5_HUMAN	10681
O14776	TCRG1_HUMAN	10915
O14777	NDC80_HUMAN	10403
O14782	KIF3C_HUMAN	3797
O14786	NRP1_HUMAN	8829
O14787	TNPO2_HUMAN	30000
O14788	TNF11_HUMAN	8600
O14791	APOL1_HUMAN	8542
O14792	HS3S1_HUMAN	9957
O14793	GDF8_HUMAN	2660
O14795	UN13B_HUMAN	10497
O14796	SH21B_HUMAN	117157
O14798	TR10C_HUMAN	8794
O14802	RPC1_HUMAN	11128
O14804	TAAR5_HUMAN	9038
O14807	RASM_HUMAN	22808
O14810	CPLX1_HUMAN	10815
O14813	PHX2A_HUMAN	401
O14815	CAN9_HUMAN	10753
O14817	TSN4_HUMAN	7106
O14818	PSA7_HUMAN	5688
O14827	RGRF2_HUMAN	5924
O14828	SCAM3_HUMAN	10067
O14829	PPE1_HUMAN	5475
O14830	PPE2_HUMAN	5470
O14832	PAHX_HUMAN	5264
O14836	TR13B_HUMAN	23495
O14841	OPLA_HUMAN	26873
O14842	FFAR1_HUMAN	2864
O14843	FFAR3_HUMAN	2865
O14862	AIM2_HUMAN	9447
O14863	ZNT4_HUMAN	7782
O14867	BACH1_HUMAN	571
O14874	BCKD_HUMAN	10295
O14879	IFIT3_HUMAN	3437
O14880	MGST3_HUMAN	4259
O14893	GEMI2_HUMAN	8487
O14894	T4S5_HUMAN	9032
O14896	IRF6_HUMAN	3664
O14901	KLF11_HUMAN	8462
O14904	WNT9A_HUMAN	7483
O14905	WNT9B_HUMAN	7484
O14907	TX1B3_HUMAN	30851
O14908	GIPC1_HUMAN	10755
O14910	LIN7A_HUMAN	8825
O14917	PCD17_HUMAN	27253
O14920	IKKB_HUMAN	3551
O14924	RGS12_HUMAN	6002
O14925	TIM23_HUMAN	100287932
O14926	FSCN2_HUMAN	25794
O14929	HAT1_HUMAN	8520
O14931	NCTR3_HUMAN	259197
O14933	UB2L6_HUMAN	9246
O14936	CSKP_HUMAN	8573
O14939	PLD2_HUMAN	5338
O14944	EREG_HUMAN	2069
O14948	TFEC_HUMAN	22797
O14949	QCR8_HUMAN	27089
O14950	ML12B_HUMAN	103910,10627
O14958	CASQ2_HUMAN	845
O14960	LECT2_HUMAN	3950
O14964	HGS_HUMAN	9146
O14965	AURKA_HUMAN	6790
O14966	RAB7L_HUMAN	8934
O14967	CLGN_HUMAN	1047
O14972	VP26C_HUMAN	10311
O14974	MYPT1_HUMAN	4659
O14975	S27A2_HUMAN	11001
O14976	GAK_HUMAN	2580
O14977	AZIN1_HUMAN	51582
O14978	ZN263_HUMAN	10127
O14979	HNRDL_HUMAN	9987
O14980	XPO1_HUMAN	7514
O14981	BTAF1_HUMAN	9044
O14983	AT2A1_HUMAN	487
O14986	PI51B_HUMAN	8395
O14994	SYN3_HUMAN	8224
O15013	ARHGA_HUMAN	9639
O15014	ZN609_HUMAN	23060
O15015	ZN646_HUMAN	9726
O15018	PDZD2_HUMAN	23037
O15020	SPTN2_HUMAN	6712
O15021	MAST4_HUMAN	375449
O15027	SC16A_HUMAN	9919
O15031	PLXB2_HUMAN	23654
O15033	AREL1_HUMAN	9870
O15040	TCPR2_HUMAN	9895
O15041	SEM3E_HUMAN	9723
O15042	SR140_HUMAN	23350
O15047	SET1A_HUMAN	9739
O15049	N4BP3_HUMAN	23138
O15054	KDM6B_HUMAN	23135
O15055	PER2_HUMAN	8864
O15056	SYNJ2_HUMAN	8871
O15060	ZBT39_HUMAN	9880
O15061	SYNEM_HUMAN	23336
O15062	ZBTB5_HUMAN	9925
O15066	KIF3B_HUMAN	9371
O15067	PUR4_HUMAN	5198
O15068	MCF2L_HUMAN	23263
O15072	ATS3_HUMAN	9508
O15075	DCLK1_HUMAN	9201
O15078	CE290_HUMAN	80184
O15079	SNPH_HUMAN	9751
O15083	ERC2_HUMAN	26059
O15084	ANR28_HUMAN	23243
O15085	ARHGB_HUMAN	9826
O15091	MRPP3_HUMAN	9692
O15105	SMAD7_HUMAN	4092
O15111	IKKA_HUMAN	1147
O15116	LSM1_HUMAN	27257
O15117	FYB1_HUMAN	2533
O15118	NPC1_HUMAN	4864
O15119	TBX3_HUMAN	6926
O15120	PLCB_HUMAN	10555
O15121	DEGS1_HUMAN	8560
O15123	ANGP2_HUMAN	285
O15126	SCAM1_HUMAN	9522
O15127	SCAM2_HUMAN	10066
O15130	NPFF_HUMAN	8620
O15131	IMA6_HUMAN	3841
O15143	ARC1B_HUMAN	10095
O15144	ARPC2_HUMAN	10109
O15145	ARPC3_HUMAN	10094
O15146	MUSK_HUMAN	4593
O15151	MDM4_HUMAN	4194
O15155	BET1_HUMAN	10282
O15156	ZBT7B_HUMAN	51043
O15160	RPAC1_HUMAN	9533
O15162	PLS1_HUMAN	5359
O15164	TIF1A_HUMAN	8805
O15165	LRAD4_HUMAN	753
O15169	AXIN1_HUMAN	8312
O15173	PGRC2_HUMAN	10424
O15178	TBXT_HUMAN	6862
O15182	CETN3_HUMAN	1070
O15194	CTDSL_HUMAN	10217
O15195	VILL_HUMAN	50853
O15197	EPHB6_HUMAN	2051
O15198	SMAD9_HUMAN	4093
O15204	ADEC1_HUMAN	27299
O15205	UBD_HUMAN	10537
O15209	ZBT22_HUMAN	9278
O15211	RGL2_HUMAN	5863
O15212	PFD6_HUMAN	10471
O15213	WDR46_HUMAN	9277
O15217	GSTA4_HUMAN	2941
O15226	NKRF_HUMAN	55922
O15228	GNPAT_HUMAN	8443
O15229	KMO_HUMAN	8564
O15230	LAMA5_HUMAN	3911
O15231	ZN185_HUMAN	7739
O15232	MATN3_HUMAN	4148
O15234	CASC3_HUMAN	22794
O15239	NDUA1_HUMAN	4694
O15240	VGF_HUMAN	7425
O15243	OBRG_HUMAN	54741
O15244	S22A2_HUMAN	6582
O15245	S22A1_HUMAN	6580
O15247	CLIC2_HUMAN	1193
O15254	ACOX3_HUMAN	8310
O15258	RER1_HUMAN	11079
O15259	NPHP1_HUMAN	4867
O15260	SURF4_HUMAN	6836
O15263	DFB4A_HUMAN	100289462,1673
O15264	MK13_HUMAN	5603
O15265	ATX7_HUMAN	6314
O15266	SHOX_HUMAN	6473
O15269	SPTC1_HUMAN	10558
O15270	SPTC2_HUMAN	9517
O15273	TELT_HUMAN	8557
O15287	FANCG_HUMAN	2189
O15294	OGT1_HUMAN	8473
O15296	LX15B_HUMAN	247
O15297	PPM1D_HUMAN	8493
O15303	GRM6_HUMAN	2916
O15304	SIVA_HUMAN	10572
O15305	PMM2_HUMAN	5373
O15315	RA51B_HUMAN	5890
O15318	RPC7_HUMAN	10622
O15327	INP4B_HUMAN	8821
O15342	VA0E1_HUMAN	8992
O15344	TRI18_HUMAN	4281
O15347	HMGB3_HUMAN	3149
O15350	P73_HUMAN	7161
O15353	FOXN1_HUMAN	8456
O15354	GPR37_HUMAN	2861
O15355	PPM1G_HUMAN	5496
O15357	SHIP2_HUMAN	3636
O15360	FANCA_HUMAN	2175
O15371	EIF3D_HUMAN	8664
O15372	EIF3H_HUMAN	8667
O15374	MOT5_HUMAN	9122
O15379	HDAC3_HUMAN	8841
O15381	NVL_HUMAN	4931
O15382	BCAT2_HUMAN	587
O15389	SIGL5_HUMAN	8778
O15391	TYY2_HUMAN	404281
O15392	BIRC5_HUMAN	332
O15393	TMPS2_HUMAN	7113
O15394	NCAM2_HUMAN	4685
O15397	IPO8_HUMAN	10526
O15399	NMDE4_HUMAN	2906
O15400	STX7_HUMAN	8417
O15405	TOX3_HUMAN	27324
O15409	FOXP2_HUMAN	93986
O15427	MOT4_HUMAN	9123
O15431	COPT1_HUMAN	1317
O15432	COPT2_HUMAN	1318
O15438	MRP3_HUMAN	8714
O15439	MRP4_HUMAN	10257
O15440	MRP5_HUMAN	10057
O15444	CCL25_HUMAN	6370
O15446	RPA34_HUMAN	10849
O15455	TLR3_HUMAN	7098
O15457	MSH4_HUMAN	4438
O15460	P4HA2_HUMAN	8974
O15466	SIA8E_HUMAN	29906
O15467	CCL16_HUMAN	6360
O15479	MAGB2_HUMAN	4113
O15481	MAGB4_HUMAN	4115
O15484	CAN5_HUMAN	726
O15488	GLYG2_HUMAN	8908
O15492	RGS16_HUMAN	6004
O15496	PA2GX_HUMAN	8399
O15498	YKT6_HUMAN	10652
O15499	GSC2_HUMAN	2928
O15503	INSI1_HUMAN	3638
O15504	NUP42_HUMAN	11097
O15511	ARPC5_HUMAN	10092
O15514	RPB4_HUMAN	5433
O15516	CLOCK_HUMAN	9575
O15519	CFLAR_HUMAN	8837
O15520	FGF10_HUMAN	2255
O15522	NKX28_HUMAN	26257
O15523	DDX3Y_HUMAN	8653
O15524	SOCS1_HUMAN	8651
O15525	MAFG_HUMAN	4097
O15527	OGG1_HUMAN	4968
O15528	CP27B_HUMAN	1594
O15529	GPR42_HUMAN	2866
O15530	PDPK1_HUMAN	5170
O15533	TPSN_HUMAN	6892
O15534	PER1_HUMAN	5187
O15535	ZSC9_HUMAN	7746
O15537	XLRS1_HUMAN	6247
O15540	FABP7_HUMAN	2173
O15541	R113A_HUMAN	7737
O15547	P2RX6_HUMAN	9127
O15550	KDM6A_HUMAN	7403
O15551	CLD3_HUMAN	1365
O15552	FFAR2_HUMAN	2867
O15553	MEFV_HUMAN	4210
O15554	KCNN4_HUMAN	3783
O43143	DHX15_HUMAN	1665
O43147	SGSM2_HUMAN	9905
O43148	MCES_HUMAN	8731
O43149	ZZEF1_HUMAN	23140
O43150	ASAP2_HUMAN	8853
O43151	TET3_HUMAN	200424
O43155	FLRT2_HUMAN	23768
O43156	TTI1_HUMAN	9675
O43157	PLXB1_HUMAN	5364
O43159	RRP8_HUMAN	23378
O43164	PJA2_HUMAN	9867
O43166	SI1L1_HUMAN	26037
O43167	ZBT24_HUMAN	9841
O43169	CYB5B_HUMAN	80777
O43172	PRP4_HUMAN	9128
O43173	SIA8C_HUMAN	51046
O43174	CP26A_HUMAN	1592
O43175	SERA_HUMAN	26227
O43181	NDUS4_HUMAN	4724
O43182	RHG06_HUMAN	395
O43184	ADA12_HUMAN	8038
O43186	CRX_HUMAN	1406
O43187	IRAK2_HUMAN	3656
O43189	PHF1_HUMAN	5252
O43193	MTLR_HUMAN	2862
O43194	GPR39_HUMAN	2863
O43196	MSH5_HUMAN	4439
O43236	SEPT4_HUMAN	5414
O43237	DC1L2_HUMAN	1783
O43240	KLK10_HUMAN	5655
O43242	PSMD3_HUMAN	5709
O43248	HXC11_HUMAN	3227
O43251	RFOX2_HUMAN	23543
O43252	PAPS1_HUMAN	9061
O43255	SIAH2_HUMAN	6478
O43257	ZNHI1_HUMAN	10467
O43264	ZW10_HUMAN	9183
O43272	PROD_HUMAN	5625
O43278	SPIT1_HUMAN	6692
O43280	TREA_HUMAN	11181
O43281	EFS_HUMAN	10278
O43283	M3K13_HUMAN	9175
O43286	B4GT5_HUMAN	9334
O43290	SNUT1_HUMAN	9092
O43291	SPIT2_HUMAN	10653
O43292	GPAA1_HUMAN	8733
O43293	DAPK3_HUMAN	1613
O43294	TGFI1_HUMAN	7041
O43295	SRGP3_HUMAN	9901
O43296	ZN264_HUMAN	9422
O43298	ZBT43_HUMAN	23099
O43299	AP5Z1_HUMAN	9907
O43300	LRRT2_HUMAN	26045
O43303	CP110_HUMAN	9738
O43306	ADCY6_HUMAN	112
O43307	ARHG9_HUMAN	23229
O43309	ZSC12_HUMAN	9753
O43310	CTIF_HUMAN	9811
O43312	MTSS1_HUMAN	9788
O43313	ATMIN_HUMAN	23300
O43314	VIP2_HUMAN	23262
O43315	AQP9_HUMAN	366
O43318	M3K7_HUMAN	6885
