feature1,feature2,competing_rmst,competing_interaction_score,string_evidence,biogrid_evidence
C2CD5,TMEM5,178.89246,103.34279,0,0
PARN,ZNF318,148.70763,103.31402,1,0
PAX8,EXT1,153.60589,103.24624,0,0
MCUR1,FBXO7,156.94289,103.16144,0,0
SMNDC1,NIPBL,147.99725,103.15729,0,0
APPBP2,ACLY,172.48595,103.1214,0,0
PARN,NIPBL,148.42772,103.03411,0,0
SDHB,MAP2K5,150.48768,102.93673,0,0
SNX6,CDK19,179.85044,102.92999,0,0
SCYL3,TSN,191.61696,102.74531,0,0
NCAPD2,PARN,147.97276,102.57915,0,0
MTF2,HPRT1,198.41513,102.50493,0,0
MYCBP2,SNX6,167.87906,102.44954,0,0
PGRMC1,PAN2,161.26203,102.39067,0,0
BIRC5,LIG1,161.49987,102.01494,1,0
MCUR1,RRP1B,155.44458,101.66313,0,0
MCUR1,TIPARP,155.18352,101.40207,0,0
IKBKB,LSM5,172.03792,101.32445,0,0
SH3BP5,TXNRD1,154.32146,100.78906,0,0
GRWD1,ID2,152.20218,100.77158,0,0
COASY,MCM3,148.44143,100.69875,0,0
SCYL3,BECN1,189.49607,100.62442,0,0
ID2,SGCB,151.73217,100.30157,0,0
DENND2D,HPRT1,199.42313,100.2447,0,0
DNAJB12,ANKRD49,173.64774,100.14649,0,0
TIMM9,HOXA5,162.37418,100.07419,0,0
IKBKB,CAT,187.18586,99.82527,0,0
LASP1,CDK19,176.66245,99.742,0,0
NUP93,CDK19,179.06801,99.71871,0,0
PLA2G15,CDK19,202.17559,99.43515,0,0
MCUR1,SMNDC1,152.9474,99.16595,0,0
MCUR1,RTCA,157.97551,99.16344,0,0
NR1H2,KIF1BP,167.85717,98.98693,0,0
CCNA2,USP1,151.46672,98.85833,1,0
ID2,SDHB,150.10565,98.67505,0,0
RFC5,KIF1BP,167.48771,98.61747,0,0
IKBKB,PARN,169.2069,98.49343,0,0
TBXA2R,CXCR4,156.5287,98.37355,1,0
SMNDC1,BAZ2B,182.83064,98.32552,0,0
SCYL3,SNX6,187.13073,98.25908,0,0
MCUR1,VAMP7,159.76078,98.08243,0,0
LRRC40,CDK19,174.82002,97.89957,0,0
HES1,ID2,149.2933,97.8627,1,0
ADAT1,CDK19,174.72337,97.80292,0,0
IKBKB,MTERF3,168.40103,97.68756,0,0
DNMT1,CDCA4,169.53782,97.61139,0,0
TXLNA,GYS1,164.29322,97.25755,0,0
KTN1,CDK19,208.39337,97.20572,0,0
RAD23B,TIAM1,200.68783,97.1437,0,0
CDK19,PTPN1,174.05678,97.13633,0,0
SCYL3,HADHB,185.91668,97.04503,0,0
SNX6,TIAM1,200.56431,97.02018,0,0
MCUR1,MELK,150.73192,96.95047,0,0
NMT1,CDK19,173.60656,96.68611,0,0
MAP4K4,PER2,188.69133,96.50605,0,0
MCUR1,DNAJA3,150.19211,96.41066,0,1
IKBKB,GTF2A2,166.90321,96.18974,0,0
ASL,IKBKE,147.92031,96.1371,0,0
TLK2,CDK19,172.91633,95.99588,0,0
MCUR1,PARN,149.62129,95.83984,0,0
MCUR1,PRPF4,149.48481,95.70336,0,0
SCYL3,HACD3,184.55134,95.67969,0,0
BECN1,MBNL1,159.12006,95.67256,0,0
FUZ,HPRT1,191.57724,95.66704,0,0
NUDCD3,PER2,187.71448,95.5292,0,0
CDK19,IGF2R,172.37468,95.45423,0,0
JMJD6,FBXL12,162.58535,95.4052,0,0
DCK,HPRT1,191.31234,95.40214,1,0
SCYL3,CIAPIN1,208.54327,95.16582,0,0
COASY,DDB2,142.88572,95.14304,0,0
SCYL3,RAD23B,183.9504,95.07875,0,0
C2CD5,RAD23B,170.6153,95.06563,0,0
C2CD5,HPRT1,190.71713,94.80693,0,0
INPP1,PSMG1,168.15819,94.74918,0,0
MCUR1,LRRC40,148.51734,94.73589,0,0
TIMM9,PAN2,156.7499,94.44991,0,0
ITFG1,KAT6B,166.8887,94.3791,0,0
C2CD5,CAT,181.68476,94.32417,0,0
FBXO7,CDK19,171.23415,94.3137,0,0
TARBP1,HPRT1,190.16426,94.25406,0,0
MCUR1,STAMBP,147.87859,94.09714,0,0
PSMD10,GGA2,153.9895,94.07499,0,0
NUCB2,ID2,145.50112,94.07052,0,0
SCYL3,VPS72,182.90766,94.03601,0,0
IKBKB,CEBPZ,164.73635,94.02288,0,0
PARN,PTPRF,142.61749,93.87007,0,0
TM9SF2,PER2,186.03109,93.84581,0,0
RTCA,ZBTB5,160.96539,93.82877,0,0
C2CD5,VAMP7,169.36586,93.81619,0,0
VAMP7,HS2ST1,155.46979,93.79144,0,0
XPO7,EXT1,147.40882,93.72702,0,0
ARID4B,KIF1BP,169.24613,93.71481,0,0
SCYL3,TBPL1,182.58573,93.71408,1,0
HACD3,PER2,185.67801,93.49273,0,0
C2CD5,HK1,186.32699,93.44126,0,0
SCYL3,SMNDC1,182.26876,93.39711,0,0
GTF2A2,SFMBT1,163.46168,93.38424,0,0
MCUR1,BAG3,156.50036,93.33914,0,0
KAT6A,ACLY,175.52897,93.3198,1,0
MCUR1,PTPRK,147.09022,93.30877,0,0
ID2,IQGAP1,144.61735,93.18675,0,0
PKD1,CANT1,169.37954,93.17337,0,0
MYCBP2,KIAA0196,159.09112,93.13363,0,0
PAPD7,TARS,153.19432,93.11439,0,0
SCYL3,TEX10,181.98159,93.10994,0,0
ID2,SLC36A1,144.52316,93.09256,0,0
MCUR1,PWP1,197.7947,93.02862,0,0
FUZ,RPA3,150.99425,92.97174,0,0
